continent_name,country_code,country_name,year,gdp_per_capita
North America,ABW,Aruba,2004,22566.68
Europe,AND,Andorra,2004,29372.17
Asia,AFG,Afghanistan,2004,220.06
Africa,AGO,Angola,2004,1229.34
Europe,ALB,Albania,2004,2320.89
NULL,ARB,Arab World,2004,3169.36
Asia,ARE,United Arab Emirates,2004,40403.99
South America,ARG,Argentina,2004,3997.24
Europe,ARM,Armenia,2004,1182.1
North America,ATG,Antigua and Barbuda,2004,11076.06
Oceania,AUS,Australia,2004,30464
Europe,AUT,Austria,2004,35662.21
Europe,AZE,Azerbaijan,2004,1045.03
Africa,BDI,Burundi,2004,121.86
Europe,BEL,Belgium,2004,34706.7
Africa,BEN,Benin,2004,511.29
Africa,BFA,Burkina Faso,2004,371.22
Asia,BGD,Bangladesh,2004,400.47
Europe,BGR,Bulgaria,2004,3249.29
Asia,BHR,Bahrain,2004,16027.34
North America,BHS,"Bahamas, The",2004,22005
Europe,BIH,Bosnia and Herzegovina,2004,2578.74
Europe,BLR,Belarus,2004,2378.38
North America,BLZ,Belize,2004,3991.28
North America,BMU,Bermuda,2004,70359.32
South America,BOL,Bolivia,2004,954.92
South America,BRA,Brazil,2004,3607.19
North America,BRB,Barbados,2004,12893.59
Asia,BRN,Brunei Darussalam,2004,21819.29
Asia,BTN,Bhutan,2004,1108.52
Africa,BWA,Botswana,2004,4829.52
Africa,CAF,Central African Republic,2004,326.2
North America,CAN,Canada,2004,31011.91
Europe,CHE,Switzerland,2004,50641.84
NULL,CHI,Channel Islands,2004,55842.66
South America,CHL,Chile,2004,6223.97
Asia,CHN,China,2004,1490.38
Africa,CIV,Cote d'Ivoire,2004,902.99
Africa,CMR,Cameroon,2004,892.53
Africa,COG,"Congo, Rep.",2004,1347.87
South America,COL,Colombia,2004,2752.91
Africa,COM,Comoros,2004,619.11
Africa,CPV,Cabo Verde,2004,2159.23
North America,CRI,Costa Rica,2004,4379.39
NULL,CSS,Caribbean small states,2004,6163.78
North America,CUB,Cuba,2004,3388.77
Europe,CYP,Cyprus,2004,21380.9
Europe,CZE,Czech Republic,2004,11177.36
Europe,DEU,Germany,2004,33040.05
Africa,DJI,Djibouti,2004,869.8
North America,DMA,Dominica,2004,5218.3
Europe,DNK,Denmark,2004,45282.07
North America,DOM,Dominican Republic,2004,2407.19
Africa,DZA,Algeria,2004,2549.96
NULL,EAP,East Asia & Pacific (developing only),2004,1415.35
NULL,EAS,East Asia & Pacific (all income levels),2004,4452.92
NULL,ECA,Europe & Central Asia (developing only),2004,3173.95
NULL,ECS,Europe & Central Asia (all income levels),2004,17370.62
South America,ECU,Ecuador,2004,2704.67
Africa,EGY,"Egypt, Arab Rep.",2004,1116.93
NULL,EMU,Euro area,2004,30117.41
Africa,ERI,Eritrea,2004,237.71
Europe,ESP,Spain,2004,24337.51
Europe,EST,Estonia,2004,8871.71
Africa,ETH,Ethiopia,2004,134.28
NULL,EUU,European Union,2004,26769.94
Europe,FIN,Finland,2004,36162.66
Oceania,FJI,Fiji,2004,3330.31
Europe,FRA,France,2004,32784.83
Europe,FRO,Faeroe Islands,2004,34520.89
Oceania,FSM,"Micronesia, Fed. Sts.",2004,2247.84
Africa,GAB,Gabon,2004,5328.49
Europe,GBR,United Kingdom,2004,37027.04
Europe,GEO,Georgia,2004,1186.87
Africa,GHA,Ghana,2004,426.26
Africa,GIN,Guinea,2004,390.88
Africa,GMB,"Gambia, The",2004,415.81
Africa,GNB,Guinea-Bissau,2004,375.79
Africa,GNQ,Equatorial Guinea,2004,8943.68
Europe,GRC,Greece,2004,20607.18
North America,GRD,Grenada,2004,5844.96
North America,GRL,Greenland,2004,28903.94
North America,GTM,Guatemala,2004,1937.72
South America,GUY,Guyana,2004,1038.29
NULL,HIC,High income,2004,28431.26
Asia,HKG,"Hong Kong SAR, China",2004,24928.1
North America,HND,Honduras,2004,1297.19
NULL,HPC,Heavily indebted poor countries (HIPC),2004,382.69
Europe,HRV,Croatia,2004,9237.12
North America,HTI,Haiti,2004,400.93
Europe,HUN,Hungary,2004,10084.52
Asia,IDN,Indonesia,2004,1160.61
Europe,IMN,Isle of Man,2004,34624.49
Asia,IND,India,2004,649.71
Europe,IRL,Ireland,2004,45766.42
Asia,IRN,"Iran, Islamic Rep.",2004,2353.93
Asia,IRQ,Iraq,2004,1373.19
Europe,ISL,Iceland,2004,45370.13
Asia,ISR,Israel,2004,18588.8
Europe,ITA,Italy,2004,29832.61
North America,JAM,Jamaica,2004,3862.06
Asia,JOR,Jordan,2004,2156.44
Asia,JPN,Japan,2004,36441.5
Europe,KAZ,Kazakhstan,2004,2874.29
Africa,KEN,Kenya,2004,462.05
Asia,KGZ,Kyrgyz Republic,2004,433.24
Asia,KHM,Cambodia,2004,405.94
Oceania,KIR,Kiribati,2004,1149.38
North America,KNA,St. Kitts and Nevis,2004,10275.47
Asia,KOR,"Korea, Rep.",2004,15028.81
NULL,KSV,Kosovo,2004,2135.33
Asia,KWT,Kuwait,2004,27061.89
NULL,LAC,Latin America & Caribbean (developing only),2004,3993.24
Asia,LAO,Lao PDR,2004,415.22
Asia,LBN,Lebanon,2004,5654.23
Africa,LBR,Liberia,2004,146.64
Africa,LBY,Libya,2004,6062.21
North America,LCA,St. Lucia,2004,5250.55
NULL,LCN,Latin America & Caribbean (all income levels),2004,4220.69
NULL,LDC,Least developed countries: UN classification,2004,355
NULL,LIC,Low income,2004,301.89
Europe,LIE,Liechtenstein,2004,100286.66
Asia,LKA,Sri Lanka,2004,1063.16
NULL,LMC,Lower middle income,2004,796.21
NULL,LMY,Low & middle income,2004,1471.94
Africa,LSO,Lesotho,2004,645.49
Europe,LTU,Lithuania,2004,6677.83
Europe,LUX,Luxembourg,2004,74388.71
Europe,LVA,Latvia,2004,6080.79
Asia,MAC,"Macao SAR, China",2004,22371.61
Africa,MAR,Morocco,2004,1881.96
Europe,MCO,Monaco,2004,123263.61
Europe,MDA,Moldova,2004,720.94
Africa,MDG,Madagascar,2004,245.67
Asia,MDV,Maldives,2004,3677.22
NULL,MEA,Middle East & North Africa (all income levels),2004,3652.28
North America,MEX,Mexico,2004,7083.47
Oceania,MHL,Marshall Islands,2004,2517.69
NULL,MIC,Middle income,2004,1658.17
Europe,MKD,"Macedonia, FYR",2004,2643.8
Africa,MLI,Mali,2004,421.17
Europe,MLT,Malta,2004,14064.23
NULL,MNA,Middle East & North Africa (developing only),2004,1899.84
Europe,MNE,Montenegro,2004,3372.96
Asia,MNG,Mongolia,2004,798.02
Africa,MOZ,Mozambique,2004,278.78
Africa,MRT,Mauritania,2004,600.06
Africa,MUS,Mauritius,2004,5177.37
Africa,MWI,Malawi,2004,208.86
Asia,MYS,Malaysia,2004,4918.17
NULL,NAC,North America,2004,40859.28
Africa,NAM,Namibia,2004,3298.01
Africa,NER,Niger,2004,240.22
Africa,NGA,Nigeria,2004,645.93
North America,NIC,Nicaragua,2004,1075.98
Europe,NLD,Netherlands,2004,37458.43
NULL,NOC,High income: nonOECD,2004,8698.74
Europe,NOR,Norway,2004,56627.66
Asia,NPL,Nepal,2004,291.87
Oceania,NZL,New Zealand,2004,25194.81
NULL,OEC,High income: OECD,2004,33048.59
NULL,OED,OECD members,2004,28941.31
Asia,OMN,Oman,2004,10013.63
NULL,OSS,Other small states,2004,2671.41
Asia,PAK,Pakistan,2004,631.5
North America,PAN,Panama,2004,4292.42
South America,PER,Peru,2004,2544.35
Asia,PHL,Philippines,2004,1084.77
Oceania,PLW,Palau,2004,9635.4
Oceania,PNG,Papua New Guinea,2004,660.19
Europe,POL,Poland,2004,6620.07
North America,PRI,Puerto Rico,2004,20698.07
Europe,PRT,Portugal,2004,17684.07
South America,PRY,Paraguay,2004,1386.75
NULL,PSS,Pacific island small states,2004,2340.66
Asia,QAT,Qatar,2004,44051.66
Europe,ROU,Romania,2004,3533.27
Europe,RUS,Russian Federation,2004,4108.56
Africa,RWA,Rwanda,2004,225.75
NULL,SAS,South Asia,2004,617.16
Asia,SAU,Saudi Arabia,2004,10853.63
Africa,SDN,Sudan,2004,557.22
Africa,SEN,Senegal,2004,732.28
Asia,SGP,Singapore,2004,27047.14
Oceania,SLB,Solomon Islands,2004,819.33
Africa,SLE,Sierra Leone,2004,290.41
North America,SLV,El Salvador,2004,2611.16
Europe,SMR,San Marino,2004,44976.37
Europe,SRB,Serbia,2004,3168.88
NULL,SSA,Sub-Saharan Africa (developing only),2004,749.16
Africa,SSD,South Sudan,2004,NULL
NULL,SSF,Sub-Saharan Africa (all income levels),2004,755.68
NULL,SST,Small states,2004,3532.42
Africa,STP,Sao Tome and Principe,2004,707.79
South America,SUR,Suriname,2004,3007.93
Europe,SVK,Slovak Republic,2004,10437.51
Europe,SVN,Slovenia,2004,16944.19
Europe,SWE,Sweden,2004,40261.12
Africa,SWZ,Swaziland,2004,2211.09
Africa,SYC,Seychelles,2004,10173.58
Asia,SYR,Syrian Arab Republic,2004,1419.26
Africa,TCD,Chad,2004,456.79
Africa,TGO,Togo,2004,358.86
Asia,THA,Thailand,2004,2478.82
Asia,TJK,Tajikistan,2004,311.55
Asia,TKM,Turkmenistan,2004,1455.94
Asia,TLS,Timor-Leste,2004,471.05
Oceania,TON,Tonga,2004,2400.29
North America,TTO,Trinidad and Tobago,2004,9985.22
Africa,TUN,Tunisia,2004,3139.53
Europe,TUR,Turkey,2004,5866.74
Oceania,TUV,Tuvalu,2004,2232.6
Africa,TZA,Tanzania,2004,349.62
Africa,UGA,Uganda,2004,285.96
Europe,UKR,Ukraine,2004,1367.35
NULL,UMC,Upper middle income,2004,2509.28
South America,URY,Uruguay,2004,4117.65
North America,USA,United States,2004,41928.89
Asia,UZB,Uzbekistan,2004,465.12
North America,VCT,St. Vincent and the Grenadines,2004,4813.33
South America,VEN,"Venezuela, RB",2004,4282.02
Asia,VNM,Vietnam,2004,606.89
Oceania,VUT,Vanuatu,2004,1788.02
Asia,PSE,West Bank and Gaza,2004,1114.39
NULL,WLD,World,2004,6680.5
Oceania,WSM,Samoa,2004,2094.63
Asia,YEM,"Yemen, Rep.",2004,707.37
Africa,ZAF,South Africa,2004,4659.62
Africa,COD,"Congo, Dem. Rep.",2004,124.05
Africa,ZMB,Zambia,2004,486.74
Africa,ZWE,Zimbabwe,2004,457.38
North America,ABW,Aruba,2005,23302.83
Europe,AND,Andorra,2005,31268.97
Asia,AFG,Afghanistan,2005,252.41
Africa,AGO,Angola,2005,1706.54
Europe,ALB,Albania,2005,2620.82
NULL,ARB,Arab World,2005,3795.72
Asia,ARE,United Arab Emirates,2005,43533.89
South America,ARG,Argentina,2005,4740.07
Europe,ARM,Armenia,2005,1625.4
North America,ATG,Antigua and Barbuda,2005,12135.54
Oceania,AUS,Australia,2005,34011.74
Europe,AUT,Austria,2005,37067.32
Europe,AZE,Azerbaijan,2005,1578.37
Africa,BDI,Burundi,2005,143.78
Europe,BEL,Belgium,2005,36011.47
Africa,BEN,Benin,2005,532.61
Africa,BFA,Burkina Faso,2005,407
Asia,BGD,Bangladesh,2005,421.12
Europe,BGR,Bulgaria,2005,3733.26
Asia,BHR,Bahrain,2005,18156.38
North America,BHS,"Bahamas, The",2005,23416.9
Europe,BIH,Bosnia and Herzegovina,2005,2821.79
Europe,BLR,Belarus,2005,3126.37
North America,BLZ,Belize,2005,4097.53
North America,BMU,Bermuda,2005,75882.03
South America,BOL,Bolivia,2005,1020.79
South America,BRA,Brazil,2005,4739.31
North America,BRB,Barbados,2005,14224.98
Asia,BRN,Brunei Darussalam,2005,25913.58
Asia,BTN,Bhutan,2005,1258.99
Africa,BWA,Botswana,2005,5294.38
Africa,CAF,Central African Republic,2005,340.91
North America,CAN,Canada,2005,35087.89
Europe,CHE,Switzerland,2005,51734.3
NULL,CHI,Channel Islands,2005,57209.25
South America,CHL,Chile,2005,7614.52
Asia,CHN,China,2005,1731.13
Africa,CIV,Cote d'Ivoire,2005,940.75
Africa,CMR,Cameroon,2005,914.55
Africa,COG,"Congo, Rep.",2005,1718.1
South America,COL,Colombia,2005,3392.92
Africa,COM,Comoros,2005,644.27
Africa,CPV,Cabo Verde,2005,2278.16
North America,CRI,Costa Rica,2005,4621.36
NULL,CSS,Caribbean small states,2005,6995.69
North America,CUB,Cuba,2005,3776.47
Europe,CYP,Cyprus,2005,22430.61
Europe,CZE,Czech Republic,2005,12736.23
Europe,DEU,Germany,2005,33542.78
Africa,DJI,Djibouti,2005,912.5
North America,DMA,Dominica,2005,5126.25
Europe,DNK,Denmark,2005,47546.59
North America,DOM,Dominican Republic,2005,3635.71
Africa,DZA,Algeria,2005,3038.75
NULL,EAP,East Asia & Pacific (developing only),2005,1623.08
NULL,EAS,East Asia & Pacific (all income levels),2005,4700.1
NULL,ECA,Europe & Central Asia (developing only),2005,3869.99
NULL,ECS,Europe & Central Asia (all income levels),2005,18444.43
South America,ECU,Ecuador,2005,3012.75
Africa,EGY,"Egypt, Arab Rep.",2005,1249.49
NULL,EMU,Euro area,2005,31084.02
Africa,ERI,Eritrea,2005,226.29
Europe,ESP,Spain,2005,25904.17
Europe,EST,Estonia,2005,10288.73
Africa,ETH,Ethiopia,2005,159.83
NULL,EUU,European Union,2005,27873.52
Europe,FIN,Finland,2005,37318.8
Oceania,FJI,Fiji,2005,3655.66
Europe,FRA,France,2005,33818.97
Europe,FRO,Faeroe Islands,2005,35211.55
Oceania,FSM,"Micronesia, Fed. Sts.",2005,2352.64
Africa,GAB,Gabon,2005,6281.95
Europe,GBR,United Kingdom,2005,38440.74
Europe,GEO,Georgia,2005,1469.97
Africa,GHA,Ghana,2005,501.86
Africa,GIN,Guinea,2005,306.7
Africa,GMB,"Gambia, The",2005,434.5
Africa,GNB,Guinea-Bissau,2005,402.99
Africa,GNQ,Equatorial Guinea,2005,13612.85
Europe,GRC,Greece,2005,21620.72
North America,GRD,Grenada,2005,6803.55
North America,GRL,Greenland,2005,29903.28
North America,GTM,Guatemala,2005,2146.18
South America,GUY,Guyana,2005,1084.18
NULL,HIC,High income,2005,29978.61
Asia,HKG,"Hong Kong SAR, China",2005,26649.75
North America,HND,Honduras,2005,1401.99
NULL,HPC,Heavily indebted poor countries (HIPC),2005,424.5
Europe,HRV,Croatia,2005,10090.37
North America,HTI,Haiti,2005,448.58
Europe,HUN,Hungary,2005,10936.95
Asia,IDN,Indonesia,2005,1273.47
Europe,IMN,Isle of Man,2005,36289.88
Asia,IND,India,2005,740.11
Europe,IRL,Ireland,2005,48697.58
Asia,IRN,"Iran, Islamic Rep.",2005,2737.11
Asia,IRQ,Iraq,2005,1824.7
Europe,ISL,Iceland,2005,54885.26
Asia,ISR,Israel,2005,19330.02
Europe,ITA,Italy,2005,30478.85
North America,JAM,Jamaica,2005,4189.66
Asia,JOR,Jordan,2005,2325.43
Asia,JPN,Japan,2005,35781.23
Europe,KAZ,Kazakhstan,2005,3771.28
Africa,KEN,Kenya,2005,523.61
Asia,KGZ,Kyrgyz Republic,2005,476.48
Asia,KHM,Cambodia,2005,471.16
Oceania,KIR,Kiribati,2005,1173.31
North America,KNA,St. Kitts and Nevis,2005,10916.19
Asia,KOR,"Korea, Rep.",2005,17550.83
NULL,KSV,Kosovo,2005,2194.37
Asia,KWT,Kuwait,2005,35185.93
NULL,LAC,Latin America & Caribbean (developing only),2005,4781.73
Asia,LAO,Lao PDR,2005,472.41
Asia,LBN,Lebanon,2005,5483.18
Africa,LBR,Liberia,2005,165.76
Africa,LBY,Libya,2005,7864.94
North America,LCA,St. Lucia,2005,5492.86
NULL,LCN,Latin America & Caribbean (all income levels),2005,5034.87
NULL,LDC,Least developed countries: UN classification,2005,405.44
NULL,LIC,Low income,2005,328.89
Europe,LIE,Liechtenstein,2005,105306.75
Asia,LKA,Sri Lanka,2005,1242.4
NULL,LMC,Lower middle income,2005,904.06
NULL,LMY,Low & middle income,2005,1712.96
Africa,LSO,Lesotho,2005,710.55
Europe,LTU,Lithuania,2005,7814.01
Europe,LUX,Luxembourg,2005,80925.22
Europe,LVA,Latvia,2005,7165.38
Asia,MAC,"Macao SAR, China",2005,25189.78
Africa,MAR,Morocco,2005,1948.2
Europe,MCO,Monaco,2005,126599.41
Europe,MDA,Moldova,2005,831.16
Africa,MDG,Madagascar,2005,275.48
Asia,MDV,Maldives,2005,3335.2
NULL,MEA,Middle East & North Africa (all income levels),2005,4298.73
North America,MEX,Mexico,2005,7858.76
Oceania,MHL,Marshall Islands,2005,2642.38
NULL,MIC,Middle income,2005,1935.13
Europe,MKD,"Macedonia, FYR",2005,2863.96
Africa,MLI,Mali,2005,444.28
Europe,MLT,Malta,2005,14810.04
NULL,MNA,Middle East & North Africa (developing only),2005,2178.86
Europe,MNE,Montenegro,2005,3665.33
Asia,MNG,Mongolia,2005,998.76
Africa,MOZ,Mozambique,2005,313.11
Africa,MRT,Mauritania,2005,694.32
Africa,MUS,Mauritius,2005,5054.32
Africa,MWI,Malawi,2005,213.16
Asia,MYS,Malaysia,2005,5553.94
NULL,NAC,North America,2005,43410.62
Africa,NAM,Namibia,2005,3582.24
Africa,NER,Niger,2005,258.28
Africa,NGA,Nigeria,2005,804.15
North America,NIC,Nicaragua,2005,1159
Europe,NLD,Netherlands,2005,39122.29
NULL,NOC,High income: nonOECD,2005,10364.97
Europe,NOR,Norway,2005,65767.02
Asia,NPL,Nepal,2005,321.46
Oceania,NZL,New Zealand,2005,27536.81
NULL,OEC,High income: OECD,2005,34565.96
NULL,OED,OECD members,2005,30349.84
Asia,OMN,Oman,2005,12252.61
NULL,OSS,Other small states,2005,3017.05
Asia,PAK,Pakistan,2005,693.18
North America,PAN,Panama,2005,4594.48
South America,PER,Peru,2005,2863.48
Asia,PHL,Philippines,2005,1200.94
Oceania,PLW,Palau,2005,10364.64
Oceania,PNG,Papua New Guinea,2005,804.07
Europe,POL,Poland,2005,7963.02
North America,PRI,Puerto Rico,2005,21670.02
Europe,PRT,Portugal,2005,18265.43
South America,PRY,Paraguay,2005,1479.4
NULL,PSS,Pacific island small states,2005,2530.77
Asia,QAT,Qatar,2005,54228.83
Europe,ROU,Romania,2005,4651.69
Europe,RUS,Russian Federation,2005,5337.07
Africa,RWA,Rwanda,2005,273.75
NULL,SAS,South Asia,2005,696.88
Asia,SAU,Saudi Arabia,2005,13303.31
Africa,SDN,Sudan,2005,669.4
Africa,SEN,Senegal,2005,772.53
Asia,SGP,Singapore,2005,29403.39
Oceania,SLB,Solomon Islands,2005,881.96
Africa,SLE,Sierra Leone,2005,317.95
North America,SLV,El Salvador,2005,2814.94
Europe,SMR,San Marino,2005,46193.67
Europe,SRB,Serbia,2005,3391.37
NULL,SSA,Sub-Saharan Africa (developing only),2005,850.92
Africa,SSD,South Sudan,2005,NULL
NULL,SSF,Sub-Saharan Africa (all income levels),2005,861.12
NULL,SST,Small states,2005,3983
Africa,STP,Sao Tome and Principe,2005,736.08
South America,SUR,Suriname,2005,3590.54
Europe,SVK,Slovak Republic,2005,11414.61
Europe,SVN,Slovenia,2005,17854.63
Europe,SWE,Sweden,2005,41040.66
Africa,SWZ,Swaziland,2005,2339.29
Africa,SYC,Seychelles,2005,11086.89
Asia,SYR,Syrian Arab Republic,2005,1588.51
Africa,TCD,Chad,2005,663.71
Africa,TGO,Togo,2005,381.78
Asia,THA,Thailand,2005,2689.95
Asia,TJK,Tajikistan,2005,339.76
Asia,TKM,Turkmenistan,2005,1706.96
Asia,TLS,Timor-Leste,2005,487.32
